user_id,second_purchase_item_quantity,third_purchase_item_quantity,fourth_purchase_item_quantity,fifth_purchase_item_quantity,status_f3,status_f4,status_f5
4955,3,,,,,,
4956,3,3,3,3,維持,維持,維持
4957,1,1,1,1,維持,維持,維持
4963,3,2,2,2,減少,維持,維持
4966,3,3,3,3,維持,維持,維持
4967,3,3,3,3,維持,維持,維持
4969,3,3,3,3,維持,維持,維持
4975,2,2,2,2,維持,維持,維持
4977,3,3,3,3,維持,維持,維持
4981,3,3,3,3,維持,維持,維持
12756,3,3,3,,維持,維持,
14417,3,3,1,1,維持,減少,維持
4990,3,3,3,,維持,維持,
4992,3,,,,,,
4994,3,3,3,3,維持,維持,維持
4996,3,3,3,3,維持,維持,維持
5004,2,2,2,2,維持,維持,維持
5006,3,3,3,3,維持,維持,維持
5008,3,3,3,3,維持,維持,維持
5010,3,3,3,3,維持,維持,維持
5015,3,3,3,3,維持,維持,維持
5028,2,2,2,2,維持,維持,維持
5031,3,,,,,,
5038,3,3,3,3,維持,維持,維持
5039,2,2,2,2,維持,維持,維持
5041,2,2,2,2,維持,維持,維持
14442,3,3,3,,維持,維持,
5043,3,2,2,2,減少,維持,維持
5050,2,2,2,2,維持,維持,維持
5052,3,,,,,,
5053,3,,,,,,
5055,3,,,,,,
14590,3,3,3,,維持,維持,
5062,3,3,3,3,維持,維持,維持
14870,3,3,3,,維持,維持,
5065,3,3,,,維持,,
5067,3,3,3,3,維持,維持,維持
15162,3,3,3,,維持,維持,
5073,3,,,,,,
15820,2,2,2,2,維持,維持,維持
5075,3,3,3,3,維持,維持,維持
5083,1,2,,,増加,,
5086,2,,,,,,
5087,2,2,2,2,維持,維持,維持
15887,3,3,3,,維持,維持,
5089,3,3,3,3,維持,維持,維持
5090,3,3,3,3,維持,維持,維持
5093,3,3,3,3,維持,維持,維持
5094,2,2,2,2,維持,維持,維持
5097,3,3,3,3,維持,維持,維持
5099,3,3,3,3,維持,維持,維持
5106,3,3,3,3,維持,維持,維持
16698,3,2,2,2,減少,維持,維持
5110,2,,,,,,
5111,1,1,1,1,維持,維持,維持
5115,2,2,,,維持,,
5118,2,,,,,,
5119,3,3,3,3,維持,維持,維持
5124,3,3,3,3,維持,維持,維持
5130,3,3,3,3,維持,維持,維持
5142,2,2,2,2,維持,維持,維持
5145,3,3,3,3,維持,維持,維持
5152,3,3,3,3,維持,維持,維持
5154,3,3,3,,維持,維持,
5156,3,,,,,,
5162,3,3,3,3,維持,維持,維持
5163,2,2,2,2,維持,維持,維持
5174,3,3,3,3,維持,維持,維持
5178,2,2,2,2,維持,維持,維持
5180,3,3,3,3,維持,維持,維持
5186,3,,,,,,
5188,3,,,,,,
5192,3,3,,,維持,,
16827,2,2,2,3,維持,維持,増加
5197,3,3,3,3,維持,維持,維持
5199,3,3,3,3,維持,維持,維持
5201,2,2,2,,維持,維持,
5203,1,1,,,維持,,
5206,3,3,3,3,維持,維持,維持
17216,3,2,2,2,減少,維持,維持
17513,3,3,3,,維持,維持,
5212,3,3,3,3,維持,維持,維持
5218,3,3,3,3,維持,維持,維持
5224,3,3,3,3,維持,維持,維持
17528,3,3,3,,維持,維持,
17888,3,3,3,,維持,維持,
18010,3,3,3,,維持,維持,
5247,1,1,1,1,維持,維持,維持
18100,3,3,3,,維持,維持,
5259,2,,,,,,
18329,3,3,3,,維持,維持,
5268,3,3,3,3,維持,維持,維持
5270,3,3,3,3,維持,維持,維持
5276,2,2,2,,維持,維持,
5279,2,2,,,維持,,
5282,1,1,1,1,維持,維持,維持
5284,3,,,,,,
18586,3,3,3,,維持,維持,
5288,3,3,3,3,維持,維持,維持
5289,3,3,3,3,維持,維持,維持
18857,3,3,3,,維持,維持,
5296,3,3,3,3,維持,維持,維持
19118,3,3,3,,維持,維持,
19180,3,3,3,,維持,維持,
5310,3,3,,,維持,,
19635,3,3,3,,維持,維持,
5312,3,3,3,3,維持,維持,維持
20179,3,3,3,,維持,維持,
20199,3,2,2,2,減少,維持,維持
5323,3,3,3,3,維持,維持,維持
5324,3,3,3,3,維持,維持,維持
20513,3,3,3,,維持,維持,
5328,3,3,3,3,維持,維持,維持
5329,3,3,3,3,維持,維持,維持
5330,1,1,1,1,維持,維持,維持
5343,3,3,3,3,維持,維持,維持
20885,3,3,3,,維持,維持,
5350,2,,,,,,
5353,1,,,,,,
5355,3,3,3,3,維持,維持,維持
5360,3,,,,,,
5361,3,3,3,3,維持,維持,維持
5376,3,3,3,3,維持,維持,維持
21648,3,3,3,,維持,維持,
5382,2,2,,,維持,,
21701,3,3,3,,維持,維持,
21807,2,2,2,2,維持,維持,維持
5397,3,,,,,,
5399,2,2,2,2,維持,維持,維持
5410,2,2,2,2,維持,維持,維持
5413,1,1,,,維持,,
21844,3,3,3,,維持,維持,
5423,3,3,3,3,維持,維持,維持
5428,2,,,,,,
5429,3,3,3,3,維持,維持,維持
5434,2,2,2,2,維持,維持,維持
5438,3,,,,,,
5441,3,3,3,3,維持,維持,維持
22156,3,3,3,,維持,維持,
5448,3,3,3,3,維持,維持,維持
5454,1,1,,,維持,,
5459,3,3,3,3,維持,維持,維持
5461,2,2,2,2,維持,維持,維持
5463,3,3,3,3,維持,維持,維持
5464,3,,,,,,
5471,3,,,,,,
22526,3,3,3,,維持,維持,
5479,3,,,,,,
5482,3,3,3,3,維持,維持,維持
5489,3,3,3,,維持,維持,
5493,3,3,3,3,維持,維持,維持
5494,3,3,3,,維持,維持,
5501,3,3,,,維持,,
5502,3,3,3,3,維持,維持,維持
23377,3,3,3,,維持,維持,
23722,3,3,3,,維持,維持,
5512,3,3,3,3,維持,維持,維持
24257,3,3,3,,維持,維持,
5522,3,3,,,維持,,
24477,3,3,3,,維持,維持,
25116,3,3,3,,維持,維持,
5530,3,3,3,3,維持,維持,維持
5531,2,2,2,2,維持,維持,維持
5532,3,3,3,3,維持,維持,維持
5534,3,3,3,3,維持,維持,維持
5535,3,3,3,3,維持,維持,維持
5537,2,2,2,2,維持,維持,維持
5538,1,1,1,1,維持,維持,維持
5539,3,3,3,,維持,維持,
5540,3,3,3,3,維持,維持,維持
5547,3,3,3,,維持,維持,
5549,2,2,2,2,維持,維持,維持
5551,3,3,1,1,維持,減少,維持
5552,3,3,3,,維持,維持,
5556,3,,,,,,
5558,2,2,2,2,維持,維持,維持
5559,3,3,3,3,維持,維持,維持
5560,3,,,,,,
25436,3,3,3,,維持,維持,
27286,3,3,3,,維持,維持,
29311,3,3,3,,維持,維持,
5592,3,3,3,3,維持,維持,維持
29608,3,2,2,1,減少,維持,減少
5598,2,2,2,2,維持,維持,維持
5601,1,1,1,1,維持,維持,維持
5603,2,2,2,2,維持,維持,維持
29808,3,3,3,,維持,維持,
5610,2,2,2,2,維持,維持,維持
5612,3,3,3,3,維持,維持,維持
5614,3,3,3,3,維持,維持,維持
30070,3,3,3,,維持,維持,
5618,2,2,2,,維持,維持,
5620,2,2,2,3,維持,維持,増加
5623,1,,,,,,
5627,3,3,3,3,維持,維持,維持
5628,3,3,3,,維持,維持,
5629,3,3,3,3,維持,維持,維持
5641,1,1,1,1,維持,維持,維持
5643,3,3,3,3,維持,維持,維持
5644,3,3,3,3,維持,維持,維持
5648,3,3,3,3,維持,維持,維持
5649,2,2,2,2,維持,維持,維持
30286,3,2,2,2,減少,維持,維持
5671,2,2,2,2,維持,維持,維持
30522,3,3,3,,維持,維持,
5675,3,3,,,維持,,
31296,3,3,3,,維持,維持,
32190,3,3,3,,維持,維持,
5690,2,2,2,,維持,維持,
5694,3,3,3,3,維持,維持,維持
5698,2,2,2,2,維持,維持,維持
33847,3,2,2,2,減少,維持,維持
5714,2,,,,,,
5715,3,3,3,3,維持,維持,維持
5720,2,2,2,2,維持,維持,維持
5722,1,1,1,1,維持,維持,維持
5731,2,,,,,,
5734,1,2,2,2,増加,維持,維持
5738,3,3,,,維持,,
5741,3,3,3,,維持,維持,
5742,1,1,1,1,維持,維持,維持
34290,3,3,3,,維持,維持,
5750,3,2,2,2,減少,維持,維持
5751,3,3,3,3,維持,維持,維持
5753,2,,,,,,
5756,2,2,2,2,維持,維持,維持
5757,2,,,,,,
5758,3,3,3,3,維持,維持,維持
5769,3,3,3,3,維持,維持,維持
35138,3,2,2,2,減少,維持,維持
5771,3,3,3,,維持,維持,
35704,3,2,2,2,減少,維持,維持
5778,1,,,,,,
5781,3,3,3,3,維持,維持,維持
5783,1,1,1,,維持,維持,
5785,3,3,,,維持,,
5790,1,,,,,,
5794,3,3,3,3,維持,維持,維持
5802,3,3,2,,維持,減少,
5811,3,3,3,3,維持,維持,維持
36413,3,3,3,,維持,維持,
5820,1,,,,,,
37079,3,3,3,,維持,維持,
37400,3,3,3,,維持,維持,
38650,3,2,2,2,減少,維持,維持
5826,3,,,,,,
5833,2,2,2,2,維持,維持,維持
5835,2,3,3,3,増加,維持,維持
5836,3,,,,,,
5840,3,3,3,3,維持,維持,維持
5844,3,3,3,3,維持,維持,維持
5846,3,3,3,3,維持,維持,維持
38799,3,3,3,,維持,維持,
5859,3,3,3,3,維持,維持,維持
5863,2,2,2,2,維持,維持,維持
5871,1,1,1,1,維持,維持,維持
5872,3,3,3,3,維持,維持,維持
5875,1,1,1,1,維持,維持,維持
5876,3,3,3,3,維持,維持,維持
39259,3,3,3,,維持,維持,
5884,3,3,3,3,維持,維持,維持
39827,3,3,3,,維持,維持,
5892,3,3,3,,維持,維持,
5894,3,3,3,3,維持,維持,維持
5895,2,2,2,2,維持,維持,維持
5896,2,2,2,2,維持,維持,維持
5898,3,3,3,3,維持,維持,維持
5899,3,3,3,3,維持,維持,維持
39963,3,2,2,2,減少,維持,維持
5901,3,3,3,3,維持,維持,維持
40095,3,3,3,,維持,維持,
40876,3,2,2,2,減少,維持,維持
5908,3,3,3,3,維持,維持,維持
5915,3,3,3,3,維持,維持,維持
5919,3,3,3,3,維持,維持,維持
5921,2,2,2,2,維持,維持,維持
41337,3,3,3,,維持,維持,
5938,2,2,2,2,維持,維持,維持
5950,2,2,2,2,維持,維持,維持
5955,1,,,,,,
5956,3,3,2,2,維持,減少,維持
42621,3,3,3,,維持,維持,
5959,2,2,2,2,維持,維持,維持
5960,3,3,3,3,維持,維持,維持
5965,3,3,,,維持,,
42724,2,2,2,2,維持,維持,維持
43814,3,3,3,,維持,維持,
5981,3,,,,,,
5982,3,,,,,,
5984,3,,,,,,
5986,3,3,3,3,維持,維持,維持
5987,1,1,1,1,維持,維持,維持
5988,3,3,3,3,維持,維持,維持
5990,2,2,2,2,維持,維持,維持
5995,3,3,3,3,維持,維持,維持
43919,3,3,3,,維持,維持,
6009,3,3,3,3,維持,維持,維持
6011,3,3,3,3,維持,維持,維持
6012,2,2,2,2,維持,維持,維持
6024,3,3,,,維持,,
6026,1,1,,,維持,,
6033,3,3,,,維持,,
44058,3,3,3,,維持,維持,
6036,2,2,2,2,維持,維持,維持
6037,3,3,3,3,維持,維持,維持
6041,1,3,3,3,増加,維持,維持
6049,3,3,3,3,維持,維持,維持
44627,3,3,3,,維持,維持,
46074,3,3,3,,維持,維持,
6067,2,3,3,3,増加,維持,維持
6070,2,2,2,2,維持,維持,維持
6071,2,2,2,2,維持,維持,維持
6077,2,2,,,維持,,
6084,3,3,3,3,維持,維持,維持
6091,2,2,2,2,維持,維持,維持
6094,2,2,2,2,維持,維持,維持
6096,3,,,,,,
46143,3,3,3,,維持,維持,
6099,3,3,3,3,維持,維持,維持
6106,2,2,2,2,維持,維持,維持
6110,3,3,3,3,維持,維持,維持
46646,3,3,1,1,維持,減少,維持
48651,3,3,3,,維持,維持,
49627,3,3,3,,維持,維持,
50502,3,3,3,,維持,維持,
51378,3,2,2,2,減少,維持,維持
6148,1,1,1,1,維持,維持,維持
6149,1,1,1,1,維持,維持,維持
6150,3,3,3,3,維持,維持,維持
6152,3,3,3,3,維持,維持,維持
6153,3,3,3,3,維持,維持,維持
51666,2,2,2,2,維持,維持,維持
6158,3,3,3,3,維持,維持,維持
6162,1,1,1,1,維持,維持,維持
6165,2,2,2,2,維持,維持,維持
6169,3,3,3,3,維持,維持,維持
6176,2,2,2,2,維持,維持,維持
6179,3,3,3,3,維持,維持,維持
52221,3,2,2,2,減少,維持,維持
52373,3,3,3,,維持,維持,
6185,2,2,2,,維持,維持,
6186,2,2,2,1,維持,維持,減少
6194,2,2,2,2,維持,維持,維持
6195,3,,,,,,
52497,3,3,1,1,維持,減少,維持
6198,3,3,3,3,維持,維持,維持
6200,1,1,1,1,維持,維持,維持
6201,3,3,3,3,維持,維持,維持
6202,2,2,2,2,維持,維持,維持
6204,3,3,3,3,維持,維持,維持
6205,3,3,3,3,維持,維持,維持
6206,3,3,3,,維持,維持,
6211,3,3,3,3,維持,維持,維持
6214,2,2,2,,維持,維持,
6215,3,3,3,3,維持,維持,維持
6220,2,2,2,2,維持,維持,維持
6221,2,2,2,2,維持,維持,維持
6231,2,2,2,,維持,維持,
54271,3,3,3,,維持,維持,
6233,2,2,2,2,維持,維持,維持
6234,3,3,3,3,維持,維持,維持
6235,1,1,1,1,維持,維持,維持
6238,2,2,2,2,維持,維持,維持
6255,3,3,3,3,維持,維持,維持
6260,2,2,2,2,維持,維持,維持
6264,3,3,3,3,維持,維持,維持
6265,3,3,3,3,維持,維持,維持
6270,2,2,2,2,維持,維持,維持
6272,2,2,2,2,維持,維持,維持
6273,2,2,2,2,維持,維持,維持
6279,3,3,3,3,維持,維持,維持
54422,2,2,3,2,維持,増加,減少
54877,3,3,3,,維持,維持,
6286,3,3,3,,維持,維持,
56790,3,3,3,,維持,維持,
57144,2,2,2,2,維持,維持,維持
6290,3,,,,,,
6293,3,,,,,,
6294,3,,,,,,
57639,3,3,3,,維持,維持,
6298,3,3,3,3,維持,維持,維持
6303,3,3,3,3,維持,維持,維持
6304,3,3,,,維持,,
6307,3,3,3,,維持,維持,
6309,3,3,,,維持,,
6310,3,,,,,,
6312,3,3,3,3,維持,維持,維持
6314,3,3,3,3,維持,維持,維持
6317,2,2,2,,維持,維持,
6319,3,3,3,3,維持,維持,維持
6320,3,3,3,3,維持,維持,維持
6329,2,2,2,2,維持,維持,維持
6334,1,1,1,1,維持,維持,維持
58351,3,3,3,,維持,維持,
6345,2,2,2,,維持,維持,
6348,3,3,3,,維持,維持,
59678,3,3,3,,維持,維持,
28370,3,3,3,,維持,維持,
6357,3,3,3,3,維持,維持,維持
6361,3,3,3,3,維持,維持,維持
6375,2,2,2,2,維持,維持,維持
6382,3,3,3,3,維持,維持,維持
58681,1,1,1,1,維持,維持,維持
6397,3,,,,,,
6403,3,,,,,,
6405,2,3,3,3,増加,維持,維持
6406,3,3,,,維持,,
34108,1,1,1,1,維持,維持,維持
16747,2,2,2,2,維持,維持,維持
6413,3,,,,,,
6415,1,1,3,3,維持,増加,維持
6418,3,3,3,3,維持,維持,維持
6419,3,3,3,3,維持,維持,維持
6423,3,3,3,3,維持,維持,維持
6425,3,3,3,3,維持,維持,維持
6427,3,3,3,3,維持,維持,維持
6428,3,,,,,,
6432,3,3,3,3,維持,維持,維持
6433,3,3,3,3,維持,維持,維持
6434,3,,,,,,
6438,3,3,,,維持,,
6439,2,2,2,2,維持,維持,維持
6441,3,3,3,3,維持,維持,維持
44136,2,2,2,2,維持,維持,維持
51711,1,1,1,1,維持,維持,維持
6449,3,3,3,3,維持,維持,維持
6450,1,1,,,維持,,
6454,2,2,2,2,維持,維持,維持
210,3,3,2,,維持,減少,
6460,2,2,2,,維持,維持,
1213,3,1,1,1,減少,維持,維持
1386,2,2,2,2,維持,維持,維持
6464,3,3,3,3,維持,維持,維持
6466,2,2,2,,維持,維持,
1907,3,3,2,,維持,減少,
6473,3,3,3,3,維持,維持,維持
6476,3,3,3,3,維持,維持,維持
1939,2,2,2,2,維持,維持,維持
6484,3,3,,,維持,,
6486,3,3,3,3,維持,維持,維持
6487,3,3,3,,維持,維持,
2294,3,1,1,1,減少,維持,維持
6492,2,2,2,2,維持,維持,維持
6497,3,3,3,3,維持,維持,維持
6500,1,1,1,3,維持,維持,増加
6504,2,,,,,,
6505,1,2,2,2,増加,維持,維持
6512,1,1,1,1,維持,維持,維持
6515,2,2,2,2,維持,維持,維持
6518,3,3,3,3,維持,維持,維持
6519,3,3,3,3,維持,維持,維持
6520,3,3,3,3,維持,維持,維持
2766,2,2,2,2,維持,維持,維持
6528,3,3,,,維持,,
2918,3,3,2,,維持,減少,
4369,2,2,2,2,維持,維持,維持
4468,2,2,2,2,維持,維持,維持
6541,3,3,3,3,維持,維持,維持
4779,2,2,2,2,維持,維持,維持
6549,3,3,3,3,維持,維持,維持
6555,3,3,3,,維持,維持,
6558,1,1,1,1,維持,維持,維持
6560,2,2,2,2,維持,維持,維持
6563,3,,,,,,
6567,3,3,3,3,維持,維持,維持
5386,3,3,1,1,維持,減少,維持
5416,3,3,1,1,維持,減少,維持
6572,3,3,3,,維持,維持,
6575,3,3,3,3,維持,維持,維持
6577,3,3,3,3,維持,維持,維持
6581,3,3,3,3,維持,維持,維持
6583,3,3,3,3,維持,維持,維持
5971,2,2,2,2,維持,維持,維持
6592,3,3,3,3,維持,維持,維持
6596,3,,,,,,
6598,2,2,2,2,維持,維持,維持
6600,3,3,3,3,維持,維持,維持
6601,3,3,3,3,維持,維持,維持
6605,3,3,3,3,維持,維持,維持
6607,3,3,3,3,維持,維持,維持
6610,3,3,3,3,維持,維持,維持
6611,3,3,3,3,維持,維持,維持
6615,3,3,3,3,維持,維持,維持
6621,3,3,3,2,維持,維持,減少
6098,2,2,2,2,維持,維持,維持
7061,3,3,2,,維持,減少,
6627,2,2,2,,維持,維持,
6629,3,3,3,3,維持,維持,維持
7893,3,3,1,1,維持,減少,維持
6637,2,2,3,3,維持,増加,維持
6638,3,3,3,3,維持,維持,維持
8243,2,2,2,2,維持,維持,維持
6644,3,3,3,3,維持,維持,維持
8339,3,3,2,,維持,減少,
8479,2,2,2,2,維持,維持,維持
6656,3,3,3,2,維持,維持,減少
9572,3,3,2,,維持,減少,
6659,3,3,3,,維持,維持,
6661,2,,,,,,
6668,2,2,2,2,維持,維持,維持
6669,2,2,2,2,維持,維持,維持
6672,2,2,1,1,維持,減少,維持
9773,3,3,2,,維持,減少,
6682,2,2,2,2,維持,維持,維持
6686,2,2,2,2,維持,維持,維持
6690,2,2,2,,維持,維持,
6692,2,2,2,2,維持,維持,維持
6693,3,3,3,3,維持,維持,維持
10507,2,2,2,2,維持,維持,維持
6702,3,3,3,3,維持,維持,維持
6704,3,3,3,3,維持,維持,維持
6707,1,1,1,,維持,維持,
6711,3,3,3,3,維持,維持,維持
6713,3,,,,,,
6720,3,3,,,維持,,
6747,3,3,3,3,維持,維持,維持
6749,3,3,,,維持,,
6750,3,3,3,2,維持,維持,減少
6759,3,3,3,3,維持,維持,維持
6760,2,2,2,2,維持,維持,維持
6762,1,1,1,1,維持,維持,維持
6768,2,2,2,1,維持,維持,減少
6770,3,3,3,3,維持,維持,維持
6775,3,3,3,3,維持,維持,維持
6777,3,3,3,3,維持,維持,維持
10892,2,2,2,2,維持,維持,維持
6788,3,3,3,3,維持,維持,維持
6790,3,3,3,3,維持,維持,維持
6796,3,3,3,3,維持,維持,維持
6797,2,,,,,,
6798,3,3,,,維持,,
11571,2,2,2,2,維持,維持,維持
6800,3,3,3,3,維持,維持,維持
12737,2,2,2,2,維持,維持,維持
6804,3,3,3,3,維持,維持,維持
6809,3,3,3,3,維持,維持,維持
12861,3,3,2,,維持,減少,
13111,2,2,2,2,維持,維持,維持
6814,3,,,,,,
6825,3,3,3,3,維持,維持,維持
6831,3,,,,,,
6832,3,3,3,,維持,維持,
13240,2,2,2,2,維持,維持,維持
6845,3,3,3,3,維持,維持,維持
6851,3,2,2,2,減少,維持,維持
6854,2,2,2,2,維持,維持,維持
6855,3,3,3,3,維持,維持,維持
6865,2,2,2,2,維持,維持,維持
6867,2,2,2,2,維持,維持,維持
13461,2,2,2,2,維持,維持,維持
6874,2,2,2,2,維持,維持,維持
6875,3,3,3,3,維持,維持,維持
6876,3,2,2,2,減少,維持,維持
6878,3,3,3,3,維持,維持,維持
6880,3,3,3,3,維持,維持,維持
6881,3,3,3,3,維持,維持,維持
6882,1,,,,,,
6883,1,1,1,1,維持,維持,維持
6887,2,2,2,2,維持,維持,維持
6893,2,2,,,維持,,
6900,3,3,3,3,維持,維持,維持
6914,2,2,2,2,維持,維持,維持
6915,3,3,3,3,維持,維持,維持
6918,3,3,3,3,維持,維持,維持
6921,3,3,3,3,維持,維持,維持
6925,3,3,3,3,維持,維持,維持
6926,3,3,3,3,維持,維持,維持
6927,3,3,3,3,維持,維持,維持
13838,2,2,2,2,維持,維持,維持
6934,3,3,3,3,維持,維持,維持
6935,1,1,1,1,維持,維持,維持
6940,3,3,3,3,維持,維持,維持
6945,3,3,3,3,維持,維持,維持
6949,3,3,3,3,維持,維持,維持
6953,2,2,2,2,維持,維持,維持
14600,2,2,2,2,維持,維持,維持
6960,3,3,3,3,維持,維持,維持
6961,2,2,2,2,維持,維持,維持
6963,3,3,3,3,維持,維持,維持
14979,1,1,1,1,維持,維持,維持
6969,3,,,,,,
6975,3,3,3,3,維持,維持,維持
6980,2,2,,,維持,,
6983,2,2,2,2,維持,維持,維持
6986,2,2,2,2,維持,維持,維持
6988,3,3,3,3,維持,維持,維持
7002,2,2,,,維持,,
7006,3,3,3,3,維持,維持,維持
7008,3,3,3,3,維持,維持,維持
7011,3,3,3,3,維持,維持,維持
7014,2,2,2,2,維持,維持,維持
7017,3,3,3,3,維持,維持,維持
7027,1,3,3,3,増加,維持,維持
15112,2,2,1,1,維持,減少,維持
7030,2,,,,,,
7031,3,3,3,3,維持,維持,維持
7032,3,,,,,,
15221,2,2,2,2,維持,維持,維持
7034,3,3,3,3,維持,維持,維持
7039,3,3,3,3,維持,維持,維持
7040,2,2,2,2,維持,維持,維持
15364,2,2,2,2,維持,維持,維持
7042,3,,,,,,
7044,3,3,3,3,維持,維持,維持
7050,3,,,,,,
7054,3,,,,,,
7057,2,2,2,2,維持,維持,維持
7058,3,,,,,,
7059,3,,,,,,
15372,2,2,2,2,維持,維持,維持
7064,3,3,3,3,維持,維持,維持
7067,1,1,1,1,維持,維持,維持
7072,2,2,2,2,維持,維持,維持
15662,2,2,2,2,維持,維持,維持
7079,3,3,3,3,維持,維持,維持
7080,2,2,,,維持,,
7082,3,3,3,3,維持,維持,維持
7084,3,3,3,3,維持,維持,維持
15753,2,1,1,3,減少,維持,増加
15901,3,3,2,,維持,減少,
7094,3,3,3,3,維持,維持,維持
7100,3,3,3,3,維持,維持,維持
7103,2,2,2,2,維持,維持,維持
7104,3,3,3,3,維持,維持,維持
7112,2,2,,,維持,,
7115,3,3,3,,維持,維持,
7118,2,,,,,,
7119,2,2,2,2,維持,維持,維持
16254,2,2,2,2,維持,維持,維持
7128,2,2,2,2,維持,維持,維持
7132,3,3,3,3,維持,維持,維持
7133,2,2,2,2,維持,維持,維持
7139,2,2,,,維持,,
16984,2,2,2,2,維持,維持,維持
7144,1,,,,,,
7146,1,1,1,1,維持,維持,維持
7148,3,,,,,,
7152,2,2,2,2,維持,維持,維持
17481,2,2,2,2,維持,維持,維持
7160,2,,,,,,
7169,2,2,2,2,維持,維持,維持
18309,2,2,2,2,維持,維持,維持
18658,3,1,1,1,減少,維持,維持
18990,2,2,2,2,維持,維持,維持
19060,3,3,1,1,維持,減少,維持
7189,2,2,2,,維持,維持,
7191,3,3,3,3,維持,維持,維持
19070,2,2,2,2,維持,維持,維持
7193,3,3,3,3,維持,維持,維持
7195,3,3,3,3,維持,維持,維持
7196,3,3,3,3,維持,維持,維持
7197,2,2,2,,維持,維持,
7201,3,3,3,3,維持,維持,維持
7202,1,2,2,2,増加,維持,維持
19366,2,2,2,2,維持,維持,維持
7206,2,2,,,維持,,
7210,1,1,1,1,維持,維持,維持
21232,3,3,1,1,維持,減少,維持
7219,3,3,3,3,維持,維持,維持
7220,3,,,,,,
7222,2,2,2,2,維持,維持,維持
21325,2,2,2,2,維持,維持,維持
7226,2,2,2,2,維持,維持,維持
7229,3,3,3,3,維持,維持,維持
7232,2,2,2,2,維持,維持,維持
7236,3,,,,,,
7238,3,,,,,,
7239,3,3,3,3,維持,維持,維持
7255,1,1,1,,維持,維持,
7268,3,3,3,3,維持,維持,維持
21592,2,2,2,2,維持,維持,維持
22352,2,2,2,2,維持,維持,維持
7278,1,,,,,,
7279,3,3,3,3,維持,維持,維持
7283,3,3,3,3,維持,維持,維持
7295,3,3,3,3,維持,維持,維持
7302,3,3,3,3,維持,維持,維持
7310,2,,,,,,
22609,3,3,1,1,維持,減少,維持
7316,3,3,3,3,維持,維持,維持
23185,3,1,1,1,減少,維持,維持
7328,3,3,3,3,維持,維持,維持
7329,3,3,3,3,維持,維持,維持
7332,3,3,3,3,維持,維持,維持
7339,3,3,3,3,維持,維持,維持
7343,2,2,2,2,維持,維持,維持
23365,2,2,2,2,維持,維持,維持
7354,2,,,,,,
25589,3,3,1,1,維持,減少,維持
7359,3,3,3,3,維持,維持,維持
25600,3,3,1,1,維持,減少,維持
7362,3,3,3,3,維持,維持,維持
7363,2,2,2,2,維持,維持,維持
7364,3,,,,,,
7365,3,3,3,3,維持,維持,維持
7367,2,2,,,維持,,
7368,3,,,,,,
7371,3,3,,,維持,,
7373,3,3,3,3,維持,維持,維持
7374,3,3,3,3,維持,維持,維持
7376,2,2,2,2,維持,維持,維持
26432,2,2,2,2,維持,維持,維持
7389,2,2,2,2,維持,維持,維持
7390,2,2,2,2,維持,維持,維持
7393,2,2,2,2,維持,維持,維持
7396,1,1,2,2,維持,増加,維持
7405,2,,,,,,
7415,2,2,2,2,維持,維持,維持
7416,2,,,,,,
7419,3,3,3,,維持,維持,
7427,3,3,3,3,維持,維持,維持
7434,1,,,,,,
26495,2,2,2,2,維持,維持,維持
7436,2,2,2,2,維持,維持,維持
7445,3,3,3,3,維持,維持,維持
7446,2,,,,,,
7447,1,1,1,1,維持,維持,維持
7450,3,3,3,3,維持,維持,維持
7452,2,2,,,維持,,
7453,2,2,2,2,維持,維持,維持
7455,2,,,,,,
7458,2,2,2,2,維持,維持,維持
7460,2,2,2,2,維持,維持,維持
7474,3,3,3,3,維持,維持,維持
7475,3,3,3,3,維持,維持,維持
7479,3,3,3,3,維持,維持,維持
7481,1,1,1,1,維持,維持,維持
7484,3,3,3,3,維持,維持,維持
26977,2,2,2,2,維持,維持,維持
7487,3,3,3,3,維持,維持,維持
7502,3,3,3,3,維持,維持,維持
7503,1,,,,,,
27433,3,3,2,,維持,減少,
7512,3,,,,,,
27907,2,2,2,2,維持,維持,維持
29424,2,2,2,2,維持,維持,維持
7527,3,3,3,3,維持,維持,維持
7534,3,,,,,,
7535,2,2,2,,維持,維持,
7536,3,3,3,3,維持,維持,維持
7537,3,3,3,3,維持,維持,維持
7540,3,3,3,3,維持,維持,維持
7543,3,3,3,3,維持,維持,維持
29509,2,2,2,2,維持,維持,維持
7547,3,3,3,2,維持,維持,減少
7552,2,2,2,2,維持,維持,維持
7559,3,3,3,3,維持,維持,維持
7564,2,2,2,2,維持,維持,維持
7566,3,3,3,3,維持,維持,維持
7570,2,2,2,2,維持,維持,維持
7571,3,3,3,3,維持,維持,維持
7575,3,3,3,3,維持,維持,維持
7577,3,3,3,3,維持,維持,維持
7579,3,3,3,3,維持,維持,維持
7582,2,2,2,,維持,維持,
7583,3,3,3,3,維持,維持,維持
7587,2,2,2,2,維持,維持,維持
7588,3,3,,,維持,,
7591,3,,,,,,
7595,3,3,3,3,維持,維持,維持
29824,3,3,2,,維持,減少,
7605,1,1,1,1,維持,維持,維持
30396,3,3,1,1,維持,減少,維持
7615,3,3,,,維持,,
7617,3,3,3,3,維持,維持,維持
7624,1,1,,,維持,,
30510,2,2,2,2,維持,維持,維持
